"name","device","gridX","gridY","gridZ","blockX","blockY","blockZ","dynamicSharedMem","staticSharedMem","localMemPerThread","localMemTotal","regPerThread","cacheConfigReq","cacheConfigUsed","sharedMemConfigUsed","theory_limiter","achieved_limiter","theory_occupancy","achieved_occupancy","sm_efficiency","gld_efficiency","gst_efficiency","global_replay_overhead","gld_throughput","gst_throughput","local_memory_overhead","warp_execution_efficiency","warp_nonpred_execution_efficiency","shared_efficiency","shared_replay_overhead","dram_read_throughput","dram_write_throughput","dram_utilization","ldst_executed","inst_fp_32","inst_fp_64","inst_integer","ipc","l1_cache_global_hit_rate","l1_shared_utilization","l2_utilization","ldst_fu_utilization","alu_fu_utilization","shared_load_replay","shared_store_replay","l2_total_misses","l2_total_hit","l1_global_load_miss","l1_global_load_hit","inst_executed","shared_load","shared_store","local_load","local_store","gld_request","gst_request"
"vectorAdd(float const*, float const*, float*, int)",0,2,1,1,256,1,1,0,0,0,59637760,12,0,1,1,0,4,1.00,0.12,5.19,0.00,12.50,0.00,0,5000000,0.00,100.00,100.00,0.00,0.00,5000000,10000000,1,49,"null","null","null",0.33,0.00,1,1,1,1,0,0,3,0,0,0,862,0,0,0,0,0,49
