time,line,errorMsg
1481984227.497918492,904,"CUPTI_ERROR_INVALID_METRIC_NAME(inst_fp_32)"
1481984227.497942120,904,"CUPTI_ERROR_INVALID_METRIC_NAME(inst_fp_64)"
1481984227.497960282,904,"CUPTI_ERROR_INVALID_METRIC_NAME(inst_integer)"
