func_name,cpy_type,start_sec,start_nsec,end_sec,end_nsec,count
"cudaMemcpy",1,1471489553,35536936,1471489553,35567457,64
"cudaMemcpy",1,1471489553,35921899,1471489553,35927118,64
"cudaMemcpy",1,1471489553,35942527,1471489553,35946550,16
"cudaMemcpy",2,1471489553,934304696,1471489553,934317629,64
"cudaMemcpy",2,1471489553,934321905,1471489553,934334371,64
"cudaMemcpy",2,1471489553,934337308,1471489553,934349496,16
